APRN,"Blue Apron Holdings, Inc.",Consumer Services,n/a
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,$160.24M
BXC,BlueLinx Holdings Inc.,Capital Goods,$94.69M
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,$4.43B
BA,Boeing Company (The),Capital Goods,$121.61B
BCC,"Boise Cascade, L.L.C.",Consumer Services,$1.11B
BCEI,"Bonanza Creek Energy, Inc.",Energy,$603.27M
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,$176.01M
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,$4.89B
BWA,BorgWarner Inc.,Capital Goods,$9.13B
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,$1.64B
BXP,"Boston Properties, Inc.",Consumer Services,$18.46B
BXP^B,"Boston Properties, Inc.",n/a,n/a
BSX,Boston Scientific Corporation,Health Care,$37.4B
BOX,"Box, Inc.",Technology,$2.36B
BYD,Boyd Gaming Corporation,Consumer Services,$2.76B
BP,BP p.l.c.,Energy,$112.87B
BPT,BP Prudhoe Bay Royalty Trust,Energy,$451.54M
BRC,Brady Corporation,Consumer Durables,$1.7B
BDN,Brandywine Realty Trust,Consumer Services,$2.97B
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,$212.53M
BAK,Braskem S.A.,Basic Industries,$8.17B
BRFS,BRF S.A.,Consumer Non-Durables,$9.16B
BPI,"Bridgepoint Education, Inc.",Consumer Services,$397.55M
BGG,Briggs & Stratton Corporation,Energy,$1.02B
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,$4.54B
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,$1.38B
EAT,"Brinker International, Inc.",Consumer Services,$1.82B
BCO,Brink&#39;s Company (The),Transportation,$3.34B
BMY,Bristol-Myers Squibb Company,Health Care,$91.07B
BRS,Bristow Group Inc,Transportation,$257.87M
BRX,Brixmor Property Group Inc.,Consumer Services,$5.37B
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,$8.76B
BKD,Brookdale Senior Living Inc.,Health Care,$2.65B
BAM,Brookfield Asset Management Inc,Consumer Services,$38.44B
BBU,Brookfield Business Partners L.P.,Basic Industries,$1.41B
DTLA^,Brookfield DTLA Inc.,n/a,n/a
INF,Brookfield Global Listed Infrastructure Income Fund,n/a,$183.94M
BIP,Brookfield Infrastructure Partners LP,Consumer Services,$10.89B
BPY,Brookfield Property Partners L.P.,Finance,$5.98B
RA,Brookfield Real Assets Income Fund Inc.,n/a,$851.47M
BEP,Brookfield Renewable Partners L.P.,Public Utilities,$5.66B
BRO,"Brown & Brown, Inc.",Finance,$6.01B
BF.A,Brown Forman Corporation,n/a,n/a
BF.B,Brown Forman Corporation,n/a,n/a
BRT,BRT Apartments Corp.,Consumer Services,$105.3M
BC,Brunswick Corporation,Energy,$5.52B
BT,BT Group plc,Public Utilities,$37.54B
BPL,Buckeye Partners L.P.,Energy,$9B
BKE,"Buckle, Inc. (The)",Consumer Services,$847.52M
BVN,Buenaventura Mining Company Inc.,Basic Industries,$2.96B
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,$165.62M
BG,Bunge Limited,Consumer Non-Durables,$10.59B
BURL,"Burlington Stores, Inc.",Consumer Services,$6.16B
BWXT,"BWX Technologies, Inc.",Energy,$4.83B
BY,"Byline Bancorp, Inc.",Finance,$572.95M
CJ,C,Energy,$2.12B
BCR,"C.R. Bard, Inc.",Health Care,$23.01B
GYB,CABCO Series 2004-101 Trust,Finance,n/a
PFH,CABCO Series 2004-101 Trust,Finance,n/a
CAB,Cabela&#39;s Inc,Consumer Services,$4.11B
CABO,"Cable One, Inc.",Consumer Services,$4.15B
CBT,Cabot Corporation,Basic Industries,$3.33B
COG,Cabot Oil & Gas Corporation,Energy,$11.29B
CACI,"CACI International, Inc.",Technology,$3.04B
CADE,Cadence Bancorporation,Finance,$1.86B
CAE,CAE Inc,Miscellaneous,$4.64B
CAI,"CAI International, Inc.",Technology,$449.38M
CAA,"CalAtlantic Group, Inc.",Capital Goods,$3.89B
CAL,"Caleres, Inc.",Consumer Non-Durables,$1.16B
CCC,Calgon Carbon Corporation,Basic Industries,$801.9M
CRC,California Resources Corporation,Energy,$316.47M
CWT,California Water  Service Group Holding,Public Utilities,$1.77B
CALX,"Calix, Inc",Consumer Services,$336.66M
ELY,Callaway Golf Company,Consumer Non-Durables,$1.18B
CPE,Callon Petroleum Company,Energy,$2.1B
CPE^A,Callon Petroleum Company,Energy,n/a
CPN,Calpine Corporation,Public Utilities,$4.79B
CBM,Cambrex Corporation,Health Care,$1.84B
CPT,Camden Property Trust,Consumer Services,$7.51B
CCJ,Cameco Corporation,Basic Industries,$3.65B
CPB,Campbell Soup Company,Consumer Non-Durables,$15.66B
CWH,"Camping World Holdings, Inc.",Consumer Durables,$2.49B
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,$440.08M
CM,Canadian Imperial Bank of Commerce,Finance,$35.73B
CNI,Canadian National Railway Company,Transportation,$61.36B
CNQ,Canadian Natural Resources Limited,Energy,$34.55B
CP,Canadian Pacific Railway Limited,Transportation,$23.78B
CAJ,"Canon, Inc.",Miscellaneous,$36.39B
CMD,Cantel Medical Corp.,Health Care,$3.12B
COF,Capital One Financial Corporation,Finance,$39.66B
COF.WS,Capital One Financial Corporation,n/a,n/a
COF^C,Capital One Financial Corporation,Finance,n/a
COF^D,Capital One Financial Corporation,n/a,n/a
COF^F,Capital One Financial Corporation,n/a,n/a
COF^G,Capital One Financial Corporation,n/a,n/a
COF^H,Capital One Financial Corporation,n/a,n/a
COF^P,Capital One Financial Corporation,n/a,n/a
CSU,Capital Senior Living Corporation,Health Care,$445.69M
BXMT,"Capital Trust, Inc.",Consumer Services,$2.96B
CMO,Capstead Mortgage Corporation,Consumer Services,$1B
CMO^E,Capstead Mortgage Corporation,n/a,n/a
CRR,"Carbo Ceramics, Inc.",Capital Goods,$176.68M
CAH,"Cardinal Health, Inc.",Health Care,$24.29B
CCP,"Care Capital Properties, Inc.",Consumer Services,$2.16B
CRCM,"Care.com, Inc.",Consumer Services,$414.6M
CSL,Carlisle Companies Incorporated,Basic Industries,$6.19B
KMX,CarMax Inc,Consumer Durables,$11.76B
CCL,Carnival Corporation,Consumer Services,$47.15B
CUK,Carnival Corporation,Consumer Services,$47.31B
CRS,Carpenter Technology Corporation,Basic Industries,$1.73B
CSV,"Carriage Services, Inc.",Consumer Services,$443.81M
CARS,Cars.com Inc.,Technology,$1.89B
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,$4.21B
CVNA,Carvana Co.,Consumer Durables,n/a
CSLT,"Castlight Health, inc.",Technology,$509.01M
CTLT,"Catalent, Inc.",Health Care,$4.4B
CTT           ,"CatchMark Timber Trust, Inc.",Consumer Services,$437.78M
CAT,"Caterpillar, Inc.",Capital Goods,$62.75B
CATO,Cato Corporation (The),Consumer Services,$425.99M
CBZ,"CBIZ, Inc.",Miscellaneous,$810.4M
CBL,"CBL & Associates Properties, Inc.",Consumer Services,$1.41B
CBL^D,"CBL & Associates Properties, Inc.",n/a,n/a
CBL^E,"CBL & Associates Properties, Inc.",n/a,n/a
CBO,CBO (Listing Market - NYSE - Networks A/E),n/a,n/a
IGR,CBRE Clarion Global Real Estate Income Fund,n/a,$881.42M
CBG,"CBRE Group, Inc.",Finance,$12.22B
CBS,CBS Corporation,Consumer Services,$25.2B
CBS.A,CBS Corporation,n/a,n/a
CBX,CBX (Listing Market NYSE Networks AE,n/a,n/a
CDI,CDI Corporation,Technology,$109.35M
FUN,"Cedar Fair, L.P.",Consumer Services,$3.98B
CDR,"Cedar Realty Trust, Inc.",Consumer Services,$420.11M
CDR^B,"Cedar Realty Trust, Inc.",n/a,n/a
CGI,"Celadon Group, Inc.",Transportation,$84.9M
CE,Celanese Corporation,Basic Industries,$13.4B
CLS,"Celestica, Inc.",Technology,$1.65B
CEL,"Cellcom Israel, Ltd.",Public Utilities,$941.67M
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,$976.08M
CX,Cemex S.A.B. de C.V.,Capital Goods,$4.71B
CVE,Cenovus Energy Inc,Energy,$8.7B
CNC,Centene Corporation,Health Care,$13.73B
CEN,Center Coast MLP & Infrastructure Fund,n/a,$229.08M
CNP,"CenterPoint Energy, Inc.",Public Utilities,$11.76B
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,$6.41B
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",n/a,$161.8M
CCS,"Century Communities, Inc.",Capital Goods,$555.04M
CTL,"CenturyLink, Inc.",Public Utilities,$13.12B
CVO,Cenveo Inc,Consumer Durables,$52.69M
CF,"CF Industries Holdings, Inc.",Basic Industries,$6.43B
CGG,CGG,Energy,$102.61M
GIB,"CGI Group, Inc.",Consumer Services,$13.25B
ECOM          ,ChannelAdvisor Corporation,Technology,$301.48M
CRL,"Charles River Laboratories International, Inc.",Health Care,$4.73B
CLDT,Chatham Lodging Trust (REIT),Consumer Services,$764.26M
CMCM,Cheetah Mobile Inc.,Technology,$1.51B
CHGG,"Chegg, Inc.",Consumer Services,$1.13B
CHE,Chemed Corp.,Health Care,$3.24B
CC,Chemours Company (The),Basic Industries,$7.15B
CHMI,Cherry Hill Mortgage Investment Corporation,Consumer Services,$234.32M
CHK,Chesapeake Energy Corporation,Energy,$4.23B
CHK^D,Chesapeake Energy Corporation,n/a,n/a
CHKR,Chesapeake Granite Wash Trust,Energy,$107.53M
CHSP,Chesapeake Lodging Trust,Consumer Services,$1.48B
CHSP^A.CL,Chesapeake Lodging Trust,n/a,n/a
CPK,Chesapeake Utilities Corporation,Public Utilities,$1.23B
CVX,Chevron Corporation,Energy,$196.69B
CBI,Chicago Bridge & Iron Company N.V.,Basic Industries,$1.79B
CHS,"Chico&#39;s FAS, Inc.",Consumer Services,$1.18B
CIM,Chimera Investment Corporation,Consumer Services,$3.53B
CIM^A,Chimera Investment Corporation,n/a,n/a
CIM^B,Chimera Investment Corporation,n/a,n/a
CO,China Cord Blood Corporation,Finance,$722M
DL,China Distance Education Holdings Limited,Consumer Services,$270.63M
CEA,China Eastern Airlines Corporation Ltd.,Transportation,$11.43B
CHN,"China Fund, Inc. (The)",n/a,$292.13M
CGA,"China Green Agriculture, Inc.",Basic Industries,$48.19M
LFC,China Life Insurance Company Limited,Finance,$86.89B
CHL,China Mobile (Hong Kong) Ltd.,Public Utilities,$210.24B
BORN,China New Borun Corporation,Consumer Non-Durables,$33.7M
COE,China Online Education Group,Consumer Services,$332.52M
SNP,China Petroleum & Chemical Corporation,Energy,$94.01B
XRF,China Rapid Finance Limited,Finance,$385.97M
ZNH,China Southern Airlines Company Limited,Transportation,$7.82B
CHA,China Telecom Corp Ltd,Public Utilities,$37.73B
CHU,China Unicom (Hong Kong) Ltd,Public Utilities,$32.4B
XNY,China Xiniya Fashion Limited,Consumer Non-Durables,$22.77M
CYD,China Yuchai International Limited,Energy,$750.32M
ZX,China Zenix Auto International Limited,Capital Goods,$86.21M
CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,$11.83B
CHH,"Choice Hotels International, Inc.",Consumer Services,$3.61B
CBK,Christopher & Banks Corporation,Consumer Services,$48.16M
CHT,"Chunghwa Telecom Co., Ltd.",Public Utilities,$27.21B
CHD,"Church & Dwight Company, Inc.",Basic Industries,$12.95B
CIEN,Ciena Corporation,Public Utilities,$3.56B
CI,Cigna Corporation,Health Care,$43B
XEC,Cimarex Energy Co,Energy,$8.76B
CBB,Cincinnati Bell Inc,Public Utilities,$798.44M
CBB^B,Cincinnati Bell Inc,n/a,n/a
CNK,Cinemark Holdings Inc,Consumer Services,$4.35B
CINR,Ciner Resources LP,Basic Industries,$551.7M
CIR,"CIRCOR International, Inc.",Capital Goods,$961.44M
CISN,Cision Ltd.,Finance,$1.32B
CISN.WS,Cision Ltd.,n/a,n/a
CIT,CIT Group Inc (DEL),Finance,$7.11B
BLW,Citigroup Inc.,Finance,$580.96M
C,Citigroup Inc.,Finance,$186.2B
C.WS.A,Citigroup Inc.,n/a,n/a
C^C,Citigroup Inc.,n/a,n/a
C^J,Citigroup Inc.,n/a,n/a
C^K,Citigroup Inc.,Finance,n/a
C^L,Citigroup Inc.,n/a,n/a
C^N,Citigroup Inc.,Finance,n/a
C^P,Citigroup Inc.,n/a,n/a
C^S,Citigroup Inc.,n/a,n/a
CFG,"Citizens Financial Group, Inc.",Finance,$18.54B
CIA,"Citizens, Inc.",Finance,$337.55M
CIO,"City Office REIT, Inc.",Consumer Services,$382.45M
CIO^A,"City Office REIT, Inc.",n/a,n/a
CVEO,Civeo Corporation,Consumer Services,$279.86M
CIVI,"Civitas Solutions, Inc.",Health Care,$643.65M
CLH,"Clean Harbors, Inc.",Basic Industries,$3.11B
CCO,"Clear Channel Outdoor Holdings, Inc.",Consumer Services,$1.6B
CBA           ,ClearBridge American Energy MLP Fund Inc.,n/a,$526.75M
CEM,ClearBridge Energy MLP Fund Inc.,n/a,$1.07B
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,n/a,$390.26M
CTR,ClearBridge Energy MLP Total Return Fund Inc.,n/a,$487.68M
CLW,Clearwater Paper Corporation,Basic Industries,$740.23M
CLF,Cliffs Natural Resources Inc.,Basic Industries,$1.97B
CLPR,Clipper Realty Inc.,Consumer Services,$217.67M
CLX,Clorox Company (The),Consumer Durables,$17.23B
CLD,Cloud Peak Energy Inc,Energy,$265.7M
CLDR,"Cloudera, Inc.",Technology,$2.16B
MYCC,"ClubCorp Holdings, Inc.",Consumer Services,$832.22M
CMS,CMS Energy Corporation,Public Utilities,$12.82B
CMS^B,CMS Energy Corporation,Public Utilities,n/a
CNA,CNA Financial Corporation,Finance,$13.13B
CNHI,CNH Industrial N.V.,Capital Goods,$15.88B
CNO,"CNO Financial Group, Inc.",Finance,$3.59B
CEO,CNOOC Limited,Energy,$1.09B
CNXC,CNX Coal Resources LP,Energy,$372.11M
COH,"Coach, Inc.",Consumer Non-Durables,$13.12B
CIE,"Cobalt International Energy, Inc.",Energy,$66.65M
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,$17.41B
KO,Coca-Cola Company (The),Consumer Non-Durables,$189.7B
CCE,Coca-Cola European Partners plc,Consumer Non-Durables,$19.46B
CDE,"Coeur Mining, Inc.",Basic Industries,$1.47B
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",n/a,$354.54M
INB,"Cohen & Steers Global Income Builder, Inc.",n/a,$224.48M
CNS,Cohen & Steers Inc,Finance,$1.89B
UTF,"Cohen & Steers Infrastructure Fund, Inc",n/a,$1.98B
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",n/a,$763.15M
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",n/a,$288.3M
RQI,Cohen & Steers Quality Income Realty Fund Inc,n/a,$1.37B
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,n/a,$978.45M
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",n/a,$340.58M
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",n/a,$324.08M
CFX,Colfax Corporation,Capital Goods,$4.82B
CL,Colgate-Palmolive Company,Consumer Non-Durables,$64.88B
CXE,Colonial High Income Municipal Trust,n/a,$163.82M
CIF,Colonial Intermediate High Income Fund,n/a,$57.58M
CXH,Colonial Investment Grade Municipal Trust,n/a,$116.8M
CMU,Colonial Municipal Income Trust,n/a,$132.52M
CLNS,"Colony NorthStar, Inc.",Consumer Services,$7.75B
CLNS^B,"Colony NorthStar, Inc.",n/a,n/a
CLNS^C,"Colony NorthStar, Inc.",n/a,n/a
CLNS^D,"Colony NorthStar, Inc.",n/a,n/a
CLNS^E,"Colony NorthStar, Inc.",n/a,n/a
CLNS^G,"Colony NorthStar, Inc.",n/a,n/a
CLNS^H,"Colony NorthStar, Inc.",n/a,n/a
CLNS^I,"Colony NorthStar, Inc.",n/a,n/a
SFR,Colony Starwood Homes,Consumer Services,$4.23B
CXP,"Columbia Property Trust, Inc.",Consumer Services,$2.71B
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",n/a,$329.51M
CCV,Comcast Corporation,Consumer Services,n/a
CCZ,Comcast Corporation,Consumer Services,n/a
CMA,Comerica Incorporated,Finance,$13.12B
CMA.WS,Comerica Incorporated,n/a,n/a
FIX,"Comfort Systems USA, Inc.",Capital Goods,$1.34B
CMC,Commercial Metals Company,Basic Industries,$2.26B
CBU,"Community Bank System, Inc.",Finance,$2.84B
CYH,"Community Health Systems, Inc.",Health Care,$1.07B
CHCT,Community Healthcare Trust Incorporated,Consumer Services,$335.23M
CIG,Comp En De Mn Cemig ADS,Public Utilities,$3.21B
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a
CBD,Companhia Brasileira de Distribuicao,Consumer Services,$5.11B
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,$6.55B
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,$2.11B
CCU,"Compania Cervecerias Unidas, S.A.",Consumer Non-Durables,$4.8B
CODI,Compass Diversified Holdings,Consumer Durables,$1.02B
CODI^A,Compass Diversified Holdings,n/a,n/a
CMP,"Compass Minerals International, Inc.",Basic Industries,$2.2B
CRK,"Comstock Resources, Inc.",Energy,$102.38M
CAG,"ConAgra Brands, Inc.",Consumer Non-Durables,$14.52B
CXO,Concho Resources Inc.,Energy,$18.07B
CCM,Concord Medical Services Holdings Limited,Health Care,$173.46M
CNDT,Conduent Incorporated,Miscellaneous,$3.33B
CNNX,Cone Midstream Partners LP,Public Utilities,$1.16B
COP,ConocoPhillips,Energy,$53.58B
CNX,CONSOL Energy Inc.,Energy,$3.39B
ED,Consolidated Edison Inc,Public Utilities,$24.55B
STZ,Constellation Brands Inc,Consumer Non-Durables,$37.84B
STZ.B,Constellation Brands Inc,n/a,n/a
CSTM,Constellium N.V.,Basic Industries,$733.79M
TCS,Container Store (The),Consumer Services,$273.81M
CBPX,"Continental Building Products, Inc.",Capital Goods,$874.63M
CLR,"Continental Resources, Inc.",Energy,$11.48B
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Transportation,$1.54B
CVG,Convergys Corporation,Technology,$2.23B
COO,"Cooper Companies, Inc. (The)",Health Care,$11.54B
CTB,Cooper Tire & Rubber Company,Consumer Durables,$1.88B
CPS,Cooper-Standard Holdings Inc.,Capital Goods,$1.76B
CPA,"Copa Holdings, S.A.",Transportation,$5.08B
CLB,Core Laboratories N.V.,Energy,$4.33B
CXW,"CoreCivic, Inc.",Consumer Services,$3.23B
CLGX,"CoreLogic, Inc.",Technology,$3.59B
CORR,"CorEnergy Infrastructure Trust, Inc.",Consumer Services,$398.93M
CORR^A,"CorEnergy Infrastructure Trust, Inc.",n/a,n/a
COR,CoreSite Realty Corporation,Consumer Services,$3.41B
COR^A,CoreSite Realty Corporation,n/a,n/a
GLW,Corning Incorporated,Basic Industries,$27.43B
GYC,Corporate Asset Backed Corp CABCO,Finance,n/a
OFC,Corporate Office Properties Trust,Consumer Services,$3.46B
CZZ,Cosan Limited,Consumer Non-Durables,$1.7B
CMRE,Costamare Inc.,Transportation,$765.23M
CMRE^B,Costamare Inc.,n/a,n/a
CMRE^C,Costamare Inc.,n/a,n/a
CMRE^D,Costamare Inc.,n/a,n/a
COTV,"Cotiviti Holdings, Inc.",Miscellaneous,$3.47B
COT,Cott Corporation,Consumer Non-Durables,$1.92B
COTY,Coty Inc.,Consumer Non-Durables,$14.05B
CFC^B,Countrywide Financial Corporation,n/a,n/a
CUZ,Cousins Properties Incorporated,Consumer Services,$3.65B
CVA,Covanta Holding Corporation,Basic Industries,$1.73B
CPF,CPB Inc.,Finance,$977.58M
CPL,CPFL Energia S.A.,Public Utilities,$8.13B
CR,Crane Company,Capital Goods,$4.8B
CRD.A,Crawford & Company,n/a,n/a
CRD.B,Crawford & Company,n/a,n/a
BAP,Credicorp Ltd.,Finance,$17.08B
CS,Credit Suisse Group,Finance,$38.37B
CPG,Crescent Point Energy Corporation,Energy,$3.95B
CEQP,Crestwood Equity Partners LP,Consumer Services,$1.6B
CRH,CRH PLC,Capital Goods,$29.68B
CRT,Cross Timbers Royalty Trust,Energy,$91.02M
CAPL,CrossAmerica Partners LP,Energy,$853.28M
CCI,Crown Castle International Corporation,Consumer Services,$36.01B
CCK,"Crown Holdings, Inc.",Consumer Durables,$8.11B
CRY,"CryoLife, Inc.",Health Care,$655.23M
CSRA,CSRA Inc.,Technology,$5.13B
CSS,"CSS Industries, Inc.",Consumer Services,$237.27M
CTS,CTS Corporation,Technology,$699.73M
CUBE,CubeSmart,Consumer Services,$4.21B
CUB,Cubic Corporation,Capital Goods,$1.25B
CFR,"Cullen/Frost Bankers, Inc.",Finance,$6.09B
CFR^A,"Cullen/Frost Bankers, Inc.",n/a,n/a
CFI,"Culp, Inc.",Basic Industries,$411.49M
CMI,Cummins Inc.,Energy,$27.58B
CW,Curtiss-Wright Corporation,Technology,$4.06B
SRF,Cushing Energy Income Fund (The),n/a,$20.57M
SZC,Cushing Renaissance Fund (The),n/a,$106.01M
CUBI,"Customers Bancorp, Inc",Finance,$875.59M
CUBI^C,"Customers Bancorp, Inc",n/a,n/a
CUBI^D,"Customers Bancorp, Inc",n/a,n/a
CUBI^E,"Customers Bancorp, Inc",n/a,n/a
CUBI^F,"Customers Bancorp, Inc",n/a,n/a
CUBS,"Customers Bancorp, Inc",Finance,n/a
CVI,CVR Energy Inc.,Energy,$1.83B
UAN,"CVR Partners, LP",Basic Industries,$410.08M
CVRR,"CVR Refining, LP",Energy,$1.36B
CVS,CVS Health Corporation,Health Care,$80.19B
CELP,"Cypress Energy Partners, L.P.",Energy,$87.31M
CYS,"CYS Investments, Inc.",Consumer Services,$1.28B
CYS^A,"CYS Investments, Inc.",n/a,n/a
CYS^B,"CYS Investments, Inc.",n/a,n/a
DHI,"D.R. Horton, Inc.",Capital Goods,$12.95B
CB,D/B/A Chubb Limited New,Finance,$69.78B
DAN,Dana Incorporated,Capital Goods,$3.23B
DHR,Danaher Corporation,Capital Goods,$57.56B
DAC,Danaos Corporation,Transportation,$186.66M
DQ,DAQO New Energy Corp.,Technology,$207.96M
DRI,"Darden Restaurants, Inc.",Consumer Services,$11.15B
DAR,Darling Ingredients Inc.,Consumer Non-Durables,$2.61B
DVA,DaVita Inc.,Health Care,$12.27B
DCP,DCP Midstream LP,Public Utilities,$4.85B
DCT,DCT Industrial Trust Inc,Consumer Services,$4.81B
DDR,DDR Corp.,Consumer Services,$3.32B
DDR^A,DDR Corp.,n/a,n/a
DDR^J,DDR Corp.,n/a,n/a
DDR^K,DDR Corp.,n/a,n/a
DF,Dean Foods Company,Consumer Non-Durables,$1.49B
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,$2.12B
DE,Deere & Company,Capital Goods,$40.01B
DEX,Delaware Enhanced Global Dividend,n/a,$179.27M
DDF,"Delaware Investments Dividend & Income Fund, Inc.",n/a,$84.4M
DKL,"Delek Logistics Partners, L.P.",Energy,$774.87M
DK,"Delek US Holdings, Inc.",Energy,$1.59B
DVMT,Dell Technologies Inc.,Technology,$12.36B
DLPH,Delphi Automotive plc,Capital Goods,$23.23B
DAL,"Delta Air Lines, Inc.",Transportation,$40.02B
DEL,Deltic Timber Corporation,Basic Industries,$880.82M
DLX,Deluxe Corporation,Consumer Durables,$3.34B
DNR,Denbury Resources Inc.,Energy,$589.54M
DKT,Deutsch Bk Contingent Cap Tr V,Finance,n/a
DB,Deutsche Bank AG,Finance,$39.02B
DTK,Deutsche Bank AG,Finance,n/a
DXB,Deutsche Bank AG,Finance,n/a
DVN,Devon Energy Corporation,Energy,$15.87B
DHX,"DHI Group, Inc.",Miscellaneous,$131.52M
DHT,"DHT Holdings, Inc.",Transportation,$619.21M
DEO,Diageo plc,Consumer Non-Durables,$74.5B
DO,"Diamond Offshore Drilling, Inc.",Energy,$1.45B
DRH,Diamondrock Hospitality Company,Consumer Services,$2.28B
DSX,Diana Shipping inc.,Transportation,$412.85M
DSX^B,Diana Shipping inc.,n/a,n/a
DSXN,Diana Shipping inc.,Transportation,n/a
DKS,Dick&#39;s Sporting Goods Inc,Consumer Services,$4.46B
DBD,Diebold Nixdorf Incorporated,Miscellaneous,$1.54B
DLR,"Digital Realty Trust, Inc.",Consumer Services,$17.74B
DLR^G,"Digital Realty Trust, Inc.",n/a,n/a
DLR^H,"Digital Realty Trust, Inc.",n/a,n/a
DLR^I,"Digital Realty Trust, Inc.",n/a,n/a
DGI,"DigitalGlobe, Inc",Consumer Services,$2.05B
DDS,"Dillard&#39;s, Inc.",Consumer Services,$1.65B
DDT,"Dillard&#39;s, Inc.",Consumer Services,n/a
DIN,"DineEquity, Inc",Consumer Services,$769.37M
DPLO,"Diplomat Pharmacy, Inc.",Health Care,$969.66M
DFS,Discover Financial Services,Finance,$23.27B
DFS^B,Discover Financial Services,n/a,n/a
DRA,Diversified Real Asset Income Fund,n/a,$311.05M
DNI,Dividend and Income Fund,n/a,$131.09M
DLB,Dolby Laboratories,Miscellaneous,$5.03B
DG,Dollar General Corporation,Consumer Services,$19.2B
DDC,Dominion Diamond Corporation,Basic Industries,$1.01B
DM,"Dominion Energy Midstream Partners, LP",Public Utilities,$2.77B
D,"Dominion Energy, Inc.",Public Utilities,$47.63B
DCUD,"Dominion Energy, Inc.",Public Utilities,n/a
DRUA,"Dominion Energy, Inc.",Public Utilities,n/a
DPZ,Domino&#39;s Pizza Inc,Consumer Non-Durables,$10.04B
UFS,Domtar Corporation,Basic Industries,$2.38B
DCI,"Donaldson Company, Inc.",Capital Goods,$5.94B
DFIN,"Donnelley Financial Solutions, Inc.",Consumer Services,$753.34M
LPG,Dorian LPG Ltd.,Transportation,$417.81M
DSL,DoubleLine Income Solutions Fund,n/a,$2.09B
DBL,DoubleLine Opportunistic Credit Fund,n/a,$372.41M
PLOW,"Douglas Dynamics, Inc.",Capital Goods,$710.48M
DEI,"Douglas Emmett, Inc.",Consumer Services,$5.82B
DOV,Dover Corporation,Technology,$12.8B
DDE,Dover Downs Gaming & Entertainment Inc,Consumer Services,$37.79M
DVD,"Dover Motorsports, Inc.",Consumer Services,$75.63M
DOW,Dow Chemical Company (The),Basic Industries,$77.65B
DPS,"Dr Pepper Snapple Group, Inc",Consumer Non-Durables,$16.37B
RDY,Dr. Reddy&#39;s Laboratories Ltd,Health Care,$6.8B
DRD,DRDGOLD Limited,Basic Industries,$132.88M
DHF,Dreyfus High Yield Strategies Fund,n/a,$256.66M
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",n/a,$241.36M
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",n/a,$420.26M
LEO,"Dreyfus Strategic Municipals, Inc.",n/a,$554.19M
DRQ,"Dril-Quip, Inc.",Energy,$1.79B
DS,Drive Shack Inc.,Consumer Services,$200.53M
DS^B,Drive Shack Inc.,n/a,n/a
DS^C,Drive Shack Inc.,n/a,n/a
DS^D,Drive Shack Inc.,n/a,n/a
DST,"DST Systems, Inc.",Technology,$7.45B
DSW,DSW Inc.,Consumer Services,$1.39B
DTE,DTE Energy Company,Public Utilities,$18.87B
DTJ,DTE Energy Company,Public Utilities,n/a
DTQ,DTE Energy Company,Public Utilities,n/a
DTV,DTE Energy Company,Public Utilities,n/a
DTY,DTE Energy Company,Public Utilities,n/a
DCO,Ducommun Incorporated,Capital Goods,$357.69M
DPG,Duff & Phelps Global Utility Income Fund Inc.,n/a,$620.15M
DSE,Duff & Phelps Select Energy MLP Fund Inc.,n/a,$182.27M
DNP,"Duff & Phelps Utilities Income, Inc.",n/a,$3.14B
