Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
56.67,1,6,12,BSPM,"Biostar Pharmaceuticals, Inc.",9967.8,
56.67,1,6,12,OPTT,"Ocean Power Technologies, Inc.",4738.71,
56.67,1,6,12,IDXG,"Interpace Diagnostics Group, Inc.",3352.24,
56.67,1,6,12,NETE,"Net Element, Inc.",3110.62,
56.67,1,6,12,OHGI,"One Horizon Group, Inc.",2687.47,
56.67,1,6,12,CREG,China Recycling Energy Corporation,2571.76,
56.67,1,6,12,FALC,"FalconStor Software, Inc.",1718.18,
56.67,1,6,12,GLBS,Globus Maritime Limited,1715.21,
56.67,1,6,12,YTEN,"Yield10 Bioscience, Inc.",983.03,
56.67,1,6,12,GEC,"Great Elm Capital Group, Inc. ",943.48,
56.67,1,6,12,IPDN,"Professional Diversity Network, Inc.",515.38,
56.67,1,6,12,BUR,Burcon NutraScience Corp,511.9,
56.67,1,6,12,OASM,Oasmia Pharmaceutical AB,486.85,
56.67,1,6,12,PANL,Pangaea Logistics Solutions Ltd.,334.78,
56.67,1,6,12,ROKA,"Roka Bioscience, Inc.",292.16,
56.67,1,6,12,CHCI,"Comstock Holding Companies, Inc.",251.76,
56.67,4,2,11,ENT,Global Eagle Entertainment Inc.,236.68,Hold
56.67,1,6,12,LBIX,Leading Brands Inc,201.37,
56.67,1,6,12,GLBR,"Global Brokerage, Inc.",200,
56.67,1,6,12,FTEK,"Fuel Tech, Inc.",187.36,
56.67,1,6,12,ELON,Echelon Corporation,158.27,
56.67,3,6,11,STDY,SteadyMed Ltd.,146.15,Buy
56.67,1,6,12,SMSI,"Smith Micro Software, Inc.",122.22,
56.67,1,6,11,EGY,Vaalco Energy Inc,116.64,Hold
56.67,3,6,11,SQBG,"Sequential Brands Group, Inc.",96.72,Buy
56.67,1,6,12,COOL,"PolarityTE, Inc.",91.78,
56.67,1,6,12,EVAR,"Lombard Medical, Inc.",72.74,
56.67,4,2,11,PQ,Petroquest Energy Inc,72.5,Hold
56.67,3,3,11,CRR,"Carbo Ceramics, Inc.",61.05,Hold
56.67,3,3,11,EFOI,"Energy Focus, Inc.",57.66,Hold
56.67,3,3,11,ESEA,Euroseas Ltd.,57.16,Hold
56.67,3,3,12,REXX,Rex Energy Corporation,56.18,
56.67,3,3,11,SWN,Southwestern Energy Company,55.98,Hold
56.67,3,3,11,PFMT,Performant Financial Corporation,51.52,Hold
56.67,3,3,4,LECO,"Lincoln Electric Holdings, Inc.",3.36,Hold
56.65,2,6,8,TIER,"TIER REIT, Inc.",4.9,Buy
56.64,1,6,5,PAR,PAR Technology Corporation,3.21,
56.64,3,3,3,SR,Spire Inc.,-3.47,Hold
56.63,4,2,11,ENTL,"Entellus Medical, Inc.",-0.18,Buy
56.62,3,3,5,IBCP,Independent Bank Corporation,9.79,Hold
56.61,4,2,5,LION,Fidelity Southern Corporation,9.74,Hold
56.59,3,3,5,NSIT,"Insight Enterprises, Inc.",9.6,Hold
56.59,1,3,10,FLL,"Full House Resorts, Inc.",-7.06,Hold
56.58,3,3,17,EEQ,Enbridge Energy Management LLC,26.3,Hold
56.57,4,2,5,EDR,Education Realty Trust Inc.,9.5,Hold
56.57,2,3,6,PII,Polaris Industries Inc.,-8.83,Hold
56.56,3,3,4,PBCT,"People&#39;s United Financial, Inc.",2.8,Hold
56.55,1,6,11,OAKS,Five Oaks Investment Corp.,42.86,
56.51,3,2,8,TSU,TIM Participacoes S.A.,4.22,Hold
56.5,1,6,12,CIDM,Cinedigm Corp,49.35,
56.5,3,2,17,MPVD,Mountain Province Diamonds Inc.,1,Hold
56.49,3,3,3,MSEX,Middlesex Water Company,-4.2,Hold
56.48,3,2,8,NWSA,News Corporation,4.09,Hold
56.46,3,2,8,FE,FirstEnergy Corporation,3.97,Hold
56.45,3,3,4,RHP,"Ryman Hospitality Properties, Inc.",2.27,Hold
56.45,3,3,3,WPC,W.P. Carey Inc.,-4.41,Hold
56.45,3,3,3,IPCC,Infinity Property and Casualty Corporation,-4.42,Hold
56.43,3,3,2,UTL,UNITIL Corporation,-11.17,Hold
56.42,1,6,5,ACSF,"American Capital Senior Floating, Ltd.",2.36,
56.42,3,3,3,VTR,"Ventas, Inc.",-4.59,Hold
56.41,3,3,5,OKSB,"Southwest Bancorp, Inc.",8.74,Hold
56.4,3,3,5,H,Hyatt Hotels Corporation,8.68,Hold
56.38,2,6,9,GMRE,Global Medical REIT Inc.,10.22,Buy
56.38,4,2,5,HAFC,Hanmi Financial Corporation,8.58,Hold
56.38,3,3,5,ACFC,Atlantic Coast Financial Corporation,8.56,Hold
56.37,3,3,5,FFNW,"First Financial Northwest, Inc.",8.5,Hold
56.37,3,3,3,SCCO,Southern Copper Corporation,-4.84,Hold
56.34,2,3,17,TCS,Container Store (The),0.38,Hold
56.34,1,6,3,FLXS,"Flexsteel Industries, Inc.",-11.32,
56.32,2,3,10,AMAG,"AMAG Pharmaceuticals, Inc.",16.58,Hold
56.32,3,3,3,WRB,W.R. Berkley Corporation,-5.07,Hold
56.31,3,3,5,KAMN,Kaman Corporation,8.2,Hold
56.3,1,6,6,TRNS,"Transcat, Inc.",8.53,
56.29,3,2,9,X,United States Steel Corporation,9.8,Hold
56.29,3,2,6,ATHN,"athenahealth, Inc.",-10.22,Hold
56.26,3,3,4,EXR,Extra Space Storage Inc,1.3,Hold
56.25,4,6,17,MYOV,Myovant Sciences Ltd.,86.57,Buy
56.25,6,6,17,SRF,Cushing Energy Income Fund (The),18.76,Buy
56.25,1,6,4,ALX,"Alexander&#39;s, Inc.",1.25,Hold
56.25,2,3,17,SNN,"Smith & Nephew SNATS, Inc.",0.01,Hold
56.23,3,2,8,HSNI,"HSN, Inc.",2.83,Hold
56.22,4,3,4,ENS,Enersys,26.08,Hold
56.22,3,3,5,MANH,"Manhattan Associates, Inc.",7.76,Hold
56.21,1,6,10,ATAI,ATA Inc.,34.85,
56.2,3,3,3,CDNS,"Cadence Design Systems, Inc.",-5.66,Hold
56.19,3,3,5,FCAU,Fiat Chrysler Automobiles N.V.,7.63,Hold
56.19,3,3,5,TCP,"TC PipeLines, LP",7.6,Hold
56.18,3,3,17,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",24.72,Hold
56.17,1,5,8,DL,China Distance Education Holdings Limited,21.33,Sell
56.16,3,3,5,CFFN,"Capitol Federal Financial, Inc.",7.45,Hold
56.13,4,3,1,RNST,Renasant Corporation,5.64,Hold
56.13,3,3,2,JKHY,"Jack Henry & Associates, Inc.",-12.66,Hold
56.08,3,2,8,NTCT,"NetScout Systems, Inc.",2.07,Hold
56.08,3,2,8,AMCX,AMC Networks Inc.,2.06,Hold
56.06,2,3,8,SAM,"Boston Beer Company, Inc. (The)",1.97,Hold
56,3,3,6,CMFN,CM Finance Inc,7.32,Outperform
55.95,3,3,4,CAJ,"Canon, Inc.",-0.23,Hold
55.93,6,3,17,VALE.P,VALE S.A.,17.79,Hold
55.93,3,2,7,AEL,American Equity Investment Life Holding Company,-5.36,Hold
55.93,3,3,3,CNA,CNA Financial Corporation,-7.03,Hold
55.9,3,2,11,ENDP,Endo International plc,21.16,Hold
55.88,6,6,17,CFI,"Culp, Inc.",17.65,Buy
55.87,3,3,5,FITB,Fifth Third Bancorp,6,Hold
55.86,3,3,11,CCLP,CSI Compressco LP,45.99,Hold
55.86,3,3,5,FFIV,"F5 Networks, Inc.",5.99,Hold
55.86,2,3,8,BRCD,"Brocade Communications Systems, Inc.",0.95,Hold
55.84,3,3,6,IBM,International Business Machines Corporation,12.52,Hold
55.84,4,2,10,INFN,Infinera Corporation,-10.79,Buy
55.83,3,3,4,GGG,Graco Inc.,-0.87,Hold
55.82,5,3,6,VSAT,"ViaSat, Inc.",12.44,Buy
55.82,3,3,5,HST,"Host Hotels & Resorts, Inc.",5.79,Hold
55.82,3,3,5,AYR,Aircastle Limited,5.75,Hold
55.81,3,3,6,PGEM,"Ply Gem Holdings, Inc.",12.36,Hold
55.81,3,3,5,HSY,Hershey Company (The),5.74,Hold
55.8,4,2,5,TIF,Tiffany & Co.,5.65,Hold
55.78,3,2,8,STAG,"Stag Industrial, Inc.",0.58,Hold
55.76,3,6,17,IIPR,"Innovative Industrial Properties, Inc.",23.05,Buy
55.76,3,3,4,ALV,"Autoliv, Inc.",-1.2,Hold
55.75,3,3,5,RF,Regions Financial Corporation,5.41,Hold
55.74,3,3,5,GAIN,Gladstone Investment Corporation,5.37,Hold
55.74,2,3,8,BSAC,Banco Santander Chile,0.39,Hold
55.73,3,3,6,PDM,"Piedmont Office Realty Trust, Inc.",11.98,Hold
55.72,3,3,5,PSA,Public Storage,5.29,Hold
55.72,1,3,17,ZNH,China Southern Airlines Company Limited,-27.12,Hold
55.7,3,3,5,LPX,Louisiana-Pacific Corporation,5.19,Hold
55.69,3,3,5,PEG,Public Service Enterprise Group Incorporated,5.1,Hold
55.68,3,6,11,WHLR,"Wheeler Real Estate Investment Trust, Inc.",45.06,Buy
55.65,3,3,11,DAVE,"Famous Dave&#39;s of America, Inc.",44.93,Hold
55.65,3,3,5,EMR,Emerson Electric Company,4.93,Hold
55.64,3,3,3,EXPD,"Expeditors International of Washington, Inc.",-8.49,Hold
55.63,3,6,6,FTNT,"Fortinet, Inc.",11.47,Buy
55.63,3,2,8,MTSC,MTS Systems Corporation,-0.19,Hold
55.62,3,2,8,FSV,FirstService Corporation,-0.24,Hold
55.61,3,6,17,WTTR,"Select Energy Services, Inc.",22.45,Buy
55.6,3,3,5,TCX,Tucows Inc.,4.67,Hold
55.59,3,3,8,MYRG,"MYR Group, Inc.",24.6,Hold
55.59,2,3,9,CMCM,Cheetah Mobile Inc.,6.28,Hold
55.58,3,3,9,EZPW,"EZCORP, Inc.",31.25,Hold
55.56,1,6,11,PESI,"Perma-Fix Environmental Services, Inc.",38.89,
55.56,1,6,6,BCBP,"BCB Bancorp, Inc. (NJ)",0,
55.56,1,6,6,CZWI,"Citizens Community Bancorp, Inc.",0,
55.56,1,6,6,CWAY,"Coastway Bancorp, Inc.",0,
55.56,1,6,6,FNWB,First Northwest Bancorp,0,
55.56,1,6,6,GRIF,"Griffin Industrial Realty, Inc.",0,
55.56,1,6,6,ICCC,ImmuCell Corporation,0,
55.56,1,6,6,JCTCF,Jewett-Cameron Trading Company,0,
55.56,1,6,6,LSBK,"Lake Shore Bancorp, Inc.",0,
55.56,1,6,6,OBCI,"Ocean Bio-Chem, Inc.",0,
55.56,1,6,6,PBHC,"Pathfinder Bancorp, Inc.",0,
55.56,1,6,6,PVBC,"Provident Bancorp, Inc.",0,
55.56,1,6,6,TAIT,Taitron Components Incorporated,0,
55.56,1,6,6,TAYD,"Taylor Devices, Inc.",0,
55.55,3,3,11,TUES,Tuesday Morning Corp.,44.44,Hold
55.55,3,2,11,STAA,STAAR Surgical Company,19.4,Hold
55.55,4,2,5,DRE,Duke Realty Corporation,4.43,Hold
55.55,3,2,8,MFA,"MFA Financial, Inc.",-0.58,Hold
55.53,3,3,8,CNSL,"Consolidated Communications Holdings, Inc.",24.32,Hold
55.51,3,2,10,NSA,National Storage Affiliates Trust,12.53,Hold
55.51,3,3,5,ORRF,Orrstown Financial Services Inc,4.21,Hold
55.49,1,6,8,PJC,Piper Jaffray Companies,18.64,
55.49,3,2,8,RICE,Rice Energy Inc.,-0.88,Hold
55.48,3,3,5,BMS,"Bemis Company, Inc.",4.08,Hold
55.48,3,3,4,AON,Aon plc,-2.62,Hold
55.47,3,3,7,WSM,"Williams-Sonoma, Inc.",17.36,Hold
55.47,3,3,4,CA,CA Inc.,-2.67,Hold
55.44,3,3,5,CCBG,Capital City Bank Group,3.86,Hold
55.44,3,3,4,CTWS,"Connecticut Water Service, Inc.",-2.8,Hold
55.42,3,3,5,CVG,Convergys Corporation,3.78,Hold
55.41,3,3,5,BBT,BB&T Corporation,3.72,Hold
55.4,4,2,5,ABC,AmerisourceBergen Corporation (Holding Co),3.69,Hold
55.39,3,2,11,MXWL,"Maxwell Technologies, Inc.",18.64,Hold
55.39,3,3,5,LYB,LyondellBasell Industries NV,3.6,Hold
55.39,1,6,5,CPHC,Canterbury Park Holding Corporation,-1.79,
55.37,3,6,6,WPZ,Williams Partners LP,10.19,Buy
55.37,1,3,10,LAYN,Layne Christensen Company,-13.13,Hold
55.36,3,2,12,TEAR,TearLab Corporation,19.76,
55.36,3,2,9,ABTX,"Allegiance Bancshares, Inc.",5.13,Hold
55.35,3,3,5,TM,Toyota Motor Corp Ltd Ord,3.43,Hold
55.34,4,2,5,STM,STMicroelectronics N.V.,3.37,Hold
55.34,3,2,8,EPAY,"Bottomline Technologies, Inc.",-1.62,Hold
55.34,3,2,8,STB,Student Transportation Inc,-1.64,Hold
55.33,3,6,12,CYTR,CytRx Corporation,569.12,Buy
55.33,3,3,12,INPX,Inpixon ,370.88,Hold
55.33,3,3,12,AVGR,"Avinger, Inc.",194.18,Hold
55.33,3,3,12,SNMX,"Senomyx, Inc.",128.66,Hold
55.33,4,2,12,SNSS,"Sunesis Pharmaceuticals, Inc.",75.78,Hold
55.33,3,3,12,PPP,Primero Mining Corp,69.46,Hold
55.33,3,3,12,ANY,Sphere 3D Corp.,63.4,Hold
55.33,3,3,12,OREX,"Orexigen Therapeutics, Inc.",61.94,Hold
55.33,3,3,8,GARS,Garrison Capital Inc.,23.3,Hold
55.33,3,2,8,ACET,Aceto Corporation,-1.7,Hold
55.33,1,3,11,OZM,Och-Ziff Capital Management Group LLC,-6.66,Hold
55.32,3,3,5,RHI,Robert Half International Inc.,3.26,Hold
55.32,2,3,7,BMO,Bank Of Montreal,-8.4,Hold
55.28,3,2,10,THC,Tenet Healthcare Corporation,11.38,Hold
55.25,3,3,9,USAP,"Universal Stainless & Alloy Products, Inc.",24.35,Outperform
55.25,1,6,8,ALCO,"Alico, Inc.",17.65,
55.24,3,2,9,SITE,"SiteOne Landscape Supply, Inc.",4.52,Hold
55.24,1,3,10,GIFI,"Gulf Island Fabrication, Inc.",-13.79,Hold
55.23,5,3,7,AXL,"American Axle & Manufacturing Holdings, Inc.",16.13,Buy
55.22,3,6,12,RNWK,"RealNetworks, Inc.",49.43,Buy
55.21,3,3,6,HLF,Herbalife LTD.,9.36,Hold
55.2,3,2,17,MULE,"MuleSoft, Inc.",-4.18,Hold
55.17,3,3,5,LPNT,"LifePoint Health, Inc.",2.52,Hold
55.17,1,3,10,ANGI,"Angie&#39;s List, Inc.",-14.14,Hold
55.14,3,3,9,VSI,"Vitamin Shoppe, Inc",29.03,Hold
55.14,3,3,8,LB,"L Brands, Inc.",22.39,Hold
55.14,3,3,5,ECOL,"US Ecology, Inc.",2.37,Hold
55.12,4,2,7,QCOM,QUALCOMM Incorporated,15.62,Hold
55.11,3,3,7,CTL,"CenturyLink, Inc.",15.53,Hold
55.1,3,2,11,ECR,Eclipse Resources Corporation,17.19,Hold
55.1,3,3,5,DFT,"Dupont Fabros Technology, Inc.",2.16,Hold
55.08,3,3,7,CSTE,Caesarstone Ltd.,15.38,Hold
55.06,3,2,6,CTRL,Control4 Corporation,-16.38,Hold
55.04,4,2,5,INFO,IHS Markit Ltd.,1.86,Hold
55.03,3,3,5,NVO,Novo Nordisk A/S,1.84,Hold
55.02,4,2,8,KIM,Kimco Realty Corporation,21.76,Hold
55.01,3,3,6,MDU,"MDU Resources Group, Inc.",8.4,Hold
55,1,6,13,RGSE,"Real Goods Solar, Inc.",1055541.08,
55,1,6,13,DCTH,"Delcath Systems, Inc.",11026.56,
55,1,6,13,CADC,"China Advanced Construction Materials Group, Inc.",5354.55,
55,1,6,13,CRDS,"Crossroads Systems, Inc.",3558.54,
55,1,6,13,FH,FORM Holdings Corp.,2188.73,
55,1,6,13,LEDS,SemiLEDS Corporation,1193.1,
55,1,6,13,CCIH,ChinaCache International Holdings Ltd.,986.84,
55,1,6,13,CRTN,"Cartesian, Inc.",966.67,
55,1,6,13,ABIL,Ability Inc.,867.74,
55,1,6,13,HMNY,Helios and Matheson Analytics Inc,658.93,
55,1,6,13,PULM,"Pulmatrix, Inc.",525,
55,1,6,13,MICT,"Micronet Enertec Technologies, Inc.",500,
55,1,6,13,RLOG,"Rand Logistics, Inc.",488.24,
55,1,6,13,RLJE,"RLJ Entertainment, Inc.",462.06,
55,1,6,13,GLA,"GlassBridge Enterprises, Inc.",401.43,
55,1,6,13,VNCE,Vince Holding Corp.,65.15,
55,1,6,8,PFBX,Peoples Financial Corporation,16.67,
55,6,3,7,AGM.A,Federal Agricultural Mortgage Corporation,0,
55,3,3,4,CCU,"Compania Cervecerias Unidas, S.A.",-4.98,Hold
55,1,6,3,SIFI,"SI Financial Group, Inc.",-16.67,
54.99,3,3,5,WWW,"Wolverine World Wide, Inc.",1.6,Hold
54.97,3,3,5,AXS,Axis Capital Holdings Limited,1.54,Hold
54.95,2,3,10,CEQP,Crestwood Equity Partners LP,9.76,Hold
54.95,4,2,6,HCI,"HCI Group, Inc.",8.07,Hold
54.95,3,3,5,LMNX,Luminex Corporation,1.4,Hold
54.93,1,6,17,NPK,"National Presto Industries, Inc.",14.8,
54.92,4,2,7,PFSI,"PennyMac Financial Services, Inc.",14.61,Hold
54.88,2,3,17,BBVA,Banco Bilbao Viscaya Argentaria S.A.,-5.49,Hold
54.86,3,3,7,AUO,AU Optronics Corp,14.28,Hold
54.86,5,2,10,MCFT,"MCBC Holdings, Inc.",9.32,Buy
54.85,3,3,5,CAH,"Cardinal Health, Inc.",0.93,Hold
54.84,3,3,11,FGP,"Ferrellgas Partners, L.P.",40.85,Hold
54.83,4,2,5,FR,"First Industrial Realty Trust, Inc.",0.81,Hold
54.82,3,3,5,HR,Healthcare Realty Trust Incorporated,0.78,Hold
54.82,3,2,8,WUBA,58.com Inc.,-4.25,Hold
54.81,3,3,5,WFM,"Whole Foods Market, Inc.",0.7,Hold
54.8,3,3,6,HEP,"Holly Energy Partners, L.P.",7.33,Hold
54.8,3,3,5,PRXL,PAREXEL International Corporation,0.69,Hold
54.79,1,6,8,NATR,"Nature&#39;s Sunshine Products, Inc.",15.83,
54.79,3,3,5,IBKR,"Interactive Brokers Group, Inc.",0.62,Hold
54.78,3,3,17,LCNB,LCNB Corporation,19.11,Hold
54.77,3,3,5,AAON,"AAON, Inc.",0.54,Hold
54.75,3,3,5,AKO.B,Embotelladora Andina S.A.,0.43,Hold
54.74,3,3,9,CNFR,"Conifer Holdings, Inc.",22.31,Outperform
54.74,3,3,7,FCN,"FTI Consulting, Inc.",13.7,Hold
54.74,3,3,7,STX,Seagate Technology PLC,13.69,Hold
54.73,1,6,5,ZPIN,Zhaopin Limited,-4.41,
54.71,1,6,3,PFBI,"Premier Financial Bancorp, Inc.",-17.81,
54.7,3,6,17,INSW,"International Seaways, Inc.",18.79,Buy
54.67,4,2,8,BRX,Brixmor Property Group Inc.,20,Hold
54.67,3,6,8,TNP,Tsakos Energy Navigation Ltd,20,Buy
54.65,2,3,8,FCPT,"Four Corners Property Trust, Inc.",-5.06,Hold
54.64,3,3,7,CIR,"CIRCOR International, Inc.",13.22,Hold
54.64,2,3,8,WETF,"WisdomTree Investments, Inc.",-5.12,Hold
54.63,3,3,5,CMC,Commercial Metals Company,-0.2,Hold
54.62,3,3,8,IRMD,iRadimed Corporation,19.76,Hold
54.61,4,2,5,AFAM,Almost Family Inc,-0.26,Hold
54.59,3,3,9,ATW,"Atwood Oceanics, Inc.",26.26,Hold
54.57,3,3,11,LQDT,"Liquidity Services, Inc.",39.53,Hold
54.57,1,6,8,BBSI,"Barrett Business Services, Inc.",14.96,
54.56,4,2,7,SCVL,"Shoe Carnival, Inc.",12.78,Hold
54.56,3,3,5,GBDC,"Golub Capital BDC, Inc.",-0.51,Hold
54.56,3,3,5,CNP,"CenterPoint Energy, Inc.",-0.53,Hold
54.55,4,2,6,RPM,RPM International Inc.,6.09,Hold
54.53,3,3,5,AXP,American Express Company,-0.69,Hold
54.49,4,2,5,XL,XL Group Ltd.,-0.88,Hold
54.48,3,3,8,LSCC,Lattice Semiconductor Corporation,19.05,Hold
54.48,3,3,5,CORR,"CorEnergy Infrastructure Trust, Inc.",-0.93,Hold
54.48,3,3,5,UDR,"United Dominion Realty Trust, Inc.",-0.94,Hold
54.47,4,2,7,AWI,Armstrong World Industries Inc,12.33,Hold
54.47,3,3,5,SLGN,Silgan Holdings Inc.,-0.97,Hold
54.45,3,3,5,LHO,LaSalle Hotel Properties,-1.09,Hold
54.43,3,3,6,UBA,Urstadt Biddle Properties Inc.,5.47,Hold
54.43,5,2,8,PMT,PennyMac Mortgage Investment Trust,-6.16,Buy
54.41,3,3,6,HY,"Hyster-Yale Materials Handling, Inc.",5.4,Hold
54.4,3,3,6,CRMT,"America&#39;s Car-Mart, Inc.",5.33,Hold
54.39,1,6,11,QBAK,Qualstar Corporation,34.23,
54.39,3,3,8,HURN,Huron Consulting Group Inc.,18.62,Hold
54.36,5,2,8,CATM,Cardtronics plc,43.45,Hold
54.35,4,2,10,DNOW,NOW Inc.,31.74,Hold
54.35,2,3,8,BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,-6.58,Hold
54.33,4,6,9,GLNG,Golar LNG Limited,55.57,Buy
54.3,4,3,2,PAYX,"Paychex, Inc.",3.15,Hold
54.29,3,6,17,ARGX,argenx SE,17.17,Buy
54.29,3,3,5,WERN,"Werner Enterprises, Inc.",-1.86,Hold
54.28,3,3,5,DAN,Dana Incorporated,-1.92,Hold
54.27,1,6,5,MORN,"Morningstar, Inc.",-6.25,
54.26,3,2,11,DXYN,"The Dixie Group, Inc.",8.7,Outperform
54.26,4,2,5,COR,CoreSite Realty Corporation,-2.02,Hold
54.25,3,3,5,BKMU,Bank Mutual Corporation,-2.06,Hold
54.25,1,3,9,TWTR,"Twitter, Inc.",-25.41,Hold
54.23,3,3,6,SFL,Ship Finance International Limited,4.48,Hold
54.23,4,2,11,XENT,"Intersect ENT, Inc.",-12.19,Buy
54.22,4,2,8,FLR,Fluor Corporation,17.75,Hold
54.22,1,6,5,WEYS,"Weyco Group, Inc.",-6.47,
54.21,3,3,17,SNCR,"Synchronoss Technologies, Inc.",16.85,Hold
54.21,1,6,10,CRESY,Cresud S.A.C.I.F. y A.,-18.96,Buy
54.21,3,2,3,Y,Alleghany Corporation,-40.61,Hold
54.2,3,3,6,RUSHA,"Rush Enterprises, Inc.",4.31,Hold
54.19,3,3,7,NS,Nustar Energy L.P.,10.97,Hold
54.19,2,3,9,TITN,Titan Machinery Inc.,-0.72,Hold
54.19,3,3,5,LTC,"LTC Properties, Inc.",-2.38,Hold
54.17,4,2,17,YEXT,"Yext, Inc.",16.7,Hold
54.16,3,3,12,CPST,Capstone Turbine Corporation,44.11,Hold
54.11,1,6,7,ESSA,"ESSA Bancorp, Inc.",6.45,
54.1,3,3,4,VAR,"Varian Medical Systems, Inc.",-9.51,Hold
54.09,4,2,6,PSX,Phillips 66,3.8,Hold
54.09,3,2,9,IVR,INVESCO MORTGAGE CAPITAL INC,-1.22,Hold
54.08,3,3,5,SJW,SJW Group,-2.95,Hold
54.06,3,3,8,CLI,Mack-Cali Realty Corporation,16.99,Hold
54.06,3,2,8,HF,"HFF, Inc.",-8.04,Hold
54.05,3,3,5,GRMN,Garmin Ltd.,-3.08,Hold
54,3,3,13,ARGS,"Argos Therapeutics, Inc.",141.94,Hold
54,3,3,13,MACK,"Merrimack Pharmaceuticals, Inc.",132.56,Hold
54,3,3,5,ROL,"Rollins, Inc.",-3.31,Hold
53.97,4,2,6,SCM,Stellus Capital Investment Corporation,3.19,Hold
53.97,3,3,5,SNI,"Scripps Networks Interactive, Inc",-3.49,Hold
53.96,3,3,4,NRCIB,National Research Corporation,-10.2,Hold
53.95,4,3,11,SNR,New Senior Investment Group Inc.,11.43,Buy
53.94,3,3,11,ESV,ENSCO plc,36.36,Hold
53.93,1,6,9,MGCD,MGC Diagnostics Corporation,19.05,
53.93,3,6,8,CHCT,Community Healthcare Trust Incorporated,16.33,Buy
53.93,2,3,10,DB,Deutsche Bank AG,4.67,Hold
53.92,3,2,11,CSOD,"Cornerstone OnDemand, Inc.",11.25,Hold
53.88,3,3,5,NTAP,"NetApp, Inc.",-3.93,Hold
53.86,4,6,17,KRP,Kimbell Royalty Partners,40.45,Buy
53.86,3,3,5,MKL,Markel Corporation,-4.02,Hold
53.86,1,6,4,KE,"Kimball Electronics, Inc.",-14.57,
53.85,3,3,7,DISCA,"Discovery Communications, Inc.",9.23,Hold
53.85,2,3,8,MCO,Moody&#39;s Corporation,-9.1,Hold
53.84,4,3,3,AMRB,American River Bankshares,7.53,Hold
53.83,3,3,9,KCAP,"KCAP Financial, Inc.",22.48,Hold
53.82,3,3,17,LKSD,"LSC Communications, Inc.",15.27,Hold
53.81,3,3,7,HT,Hersha Hospitality Trust,9.05,Hold
53.78,4,2,6,RM,Regional Management Corp.,2.25,Hold
53.76,4,2,10,FET,"Forum Energy Technologies, Inc.",28.81,Hold
53.74,4,2,8,LOCO,"El Pollo Loco Holdings, Inc.",15.38,Hold
53.74,1,6,8,UCP,"UCP, Inc.",11.61,
53.7,3,3,5,PNW,Pinnacle West Capital Corporation,-4.85,Hold
53.69,4,2,8,AKAM,"Akamai Technologies, Inc.",15.1,Hold
53.68,3,3,5,TTEC,"TeleTech Holdings, Inc.",-4.93,Hold
53.67,4,2,11,MRO,Marathon Oil Corporation,35.02,Hold
53.65,4,2,5,BLKB,"Blackbaud, Inc.",-5.09,Hold
53.64,3,3,10,WIN,"Windstream Holdings, Inc.",28.21,Hold
53.61,1,6,8,TG,Tredegar Corporation,11.11,
53.57,3,3,6,AKRX,"Akorn, Inc.",1.19,Hold
53.55,3,3,6,ETR,Entergy Corporation,1.06,Hold
53.54,3,6,10,BMRN,BioMarin Pharmaceutical Inc.,27.69,Buy
53.52,4,3,3,VLY,Valley National Bancorp,5.93,Hold
53.51,3,3,6,OSBC,"Old Second Bancorp, Inc.",0.88,Hold
53.49,3,3,5,FII,"Federated Investors, Inc.",-5.89,Hold
53.48,1,6,7,ISNS,"Image Sensing Systems, Inc.",3.9,
53.45,3,6,8,AHH,"Armada Hoffler Properties, Inc.",13.9,Buy
53.45,3,2,9,SPNC,The Spectranetics Corporation,-4.42,Hold
53.45,2,3,8,ETSY,"Etsy, Inc.",-11.08,Hold
53.44,1,6,5,FBSS,"Fauquier Bankshares, Inc.",-9.56,
53.39,3,3,7,LSI,"Life Storage, Inc.",6.96,Hold
53.37,3,3,6,SNOW,"Intrawest Resorts Holdings, Inc.",0.17,Hold
53.34,2,4,3,MDC,"M.D.C. Holdings, Inc.",-19.97,Hold
53.33,4,2,9,LPI,"Laredo Petroleum, Inc.",20,Hold
53.33,1,6,7,EDUC,Educational Development Corporation,0,
53.33,1,6,7,GLBZ,Glen Burnie Bancorp,0,
53.33,1,6,7,HWBK,"Hawthorn Bancshares, Inc.",0,
53.33,1,6,7,NSEC,"National Security Group, Inc.",0,
53.33,1,6,7,PWOD,"Penns Woods Bancorp, Inc.",0,
53.33,1,6,7,PLPC,Preformed Line Products Company,0,
53.33,1,6,7,SSNT,"SilverSun Technologies, Inc.",0,
53.33,1,6,7,SSFN,Stewardship Financial Corp,0,
53.33,1,6,7,TATT,TAT Technologies Ltd.,0,
53.33,1,6,7,VALU,"Value Line, Inc.",0,
53.33,1,6,7,VSEC,VSE Corporation,0,
53.33,1,6,7,WEBK,"Wellesley Bancorp, Inc.",0,
53.33,4,2,7,JW.A,"John Wiley & Sons, Inc.",0,
53.32,4,3,3,SFBS,"ServisFirst Bancshares, Inc.",4.94,Hold
53.3,3,2,10,FTD,"FTD Companies, Inc.",1.52,Hold
53.3,1,6,5,KBAL,"Kimball International, Inc.",-10.13,
